Temperature,Humidity,Moisture,pH,N,P,K,Label
0.14309598615114794,0.8059653566184999,0.6902949268577123,0.6187393510754275,0.8937459034273217,0.9041440461881889,0.26423731632000247,1
0.17308943775086094,0.5491104591196934,0.4483715492716781,0.5936799220087006,0.18686330597383588,0.24856624667717692,0.46389636331232,0
0.35367868616066295,0.6082872417050582,0.2939592865570557,0.4014163009346969,0.029817325038803362,0.011805287425254513,0.15105747822186197,1
0.43820352833739834,0.6442095757642279,0.6352168573838759,0.27580658980873446,0.4183312359174117,0.30285039241304545,0.4546133852742963,1
0.45701074814780224,0.2873200657984569,0.24286884223056363,0.16459693302172734,0.2622698183198107,0.3165003794889196,0.18059727946551518,1
0.5025648653933064,0.21606368041399887,0.9666386601087985,0.9289085718338093,0.08756849397885574,0.011629600353191789,0.10430091852591922,1
0.4380284917046055,0.1516508915545632,0.24652999725097482,0.4797519209807816,0.42727698754653337,0.453285921482769,0.569330124261723,0
0.44901784831585184,0.2411736706804949,0.07836023179042637,0.3946856802132687,0.08001278083041477,0.5556457588855651,0.13353724567085712,0
0.4889139907958116,0.3115129971365839,0.537658533858156,0.672670002721391,0.14234225383074375,0.33630325016528784,0.4779541981055737,0
0.4585738105865009,0.27252975596814905,0.3208727619596312,0.5298802414330661,0.5786485648330466,0.4679087553974542,0.2881734283966483,0
0.2089742295524602,0.30611631484097557,0.31163942304460235,0.02112939135910158,0.2157772565703693,0.13961062533612775,0.18342054999850735,1
0.5203930451540553,0.8372117552952536,0.7409355671582879,0.3317833740197104,0.05930285133420391,0.08934480086409295,0.12192746965404333,1
0.7275314143841487,0.24654482152243218,0.24257476865464198,0.6993512858444744,0.5226093884075983,0.6158629946478501,0.8637256616902537,1
0.43755069359107296,0.12946280171956473,0.23612579353856747,0.31265751947316717,0.10672541211627004,0.5702685928002502,0.5974457938482305,0
0.47507753156567384,0.23272873971139396,0.32907310119363853,0.40515224030979663,0.26899510183975617,0.10891409347414244,0.2242019806463539,1
0.685280266296987,0.2447952477084679,0.044107655713419444,0.05176387756054884,0.09200783090905884,0.18416207852387592,0.18587259326993366,1
0.3866106051892794,0.12645507123109195,0.22352914541042126,0.20784636840859477,0.30183395587593775,0.26254525289830644,0.815427324872133,1
0.7194278508610401,0.5175434937994798,0.5081217941418742,0.5652890713638576,0.1988667009239007,0.6132522726515502,0.20278948433248686,1
0.5851903106726006,0.3864748423082978,0.17824058742953727,0.45544728076149227,0.5163190918327176,0.17545207710375116,0.5623012068650962,0
0.4620647271099532,0.2837038344809331,0.17495368560859495,0.5850249723705983,0.5529984455915097,0.3782268766597846,0.1613951678097319,1
0.21728576325261267,0.13485574022112687,0.4795841604089003,0.4569663207751978,0.5608401439758097,0.14620640927438086,0.140566163067484,0
0.18957347266773045,0.24803040677533816,0.5261193261043952,0.5207660013508324,0.543031723118573,0.5995142606296205,0.10542157608434966,0
0.48843619268227906,0.16875421080237463,0.6286480245066642,0.44177592063814203,0.42727698754653337,0.2631890805918621,0.32331801537978255,0
0.25199510603486924,0.3539300662882187,0.22037862143473427,0.6763474390982807,0.44741335206618993,0.6563171831960422,0.4710325234291791,1
0.4628739936082929,0.4511901043270435,0.4718282994596511,0.7030508029955027,0.3827559354034412,0.160829243189066,0.3514336849662901,0
0.5555668276335886,0.5558901532359428,0.453479067457769,0.5602610417071776,0.5697443544044282,0.35092608407997294,0.44280961112243933,0
0.5042035304288501,0.557045782914849,0.4693691240367185,0.5632991217345888,0.3649475145462044,0.14620640927438086,0.2952023457932751,0
0.6559044314754037,0.33485671665048866,0.13851544598216364,0.5693752817894113,0.1245338329735069,0.058469405786269954,0.41469394153593186,0
0.5708334588080779,0.32622214158030594,0.7419702335523105,0.6963914079743267,0.2655786129338985,0.2366863875553229,0.037755747147249774,1
0.2985114425531295,0.5115910155445396,0.17445724062502552,0.364304879939157,0.08001278083041477,0.21932057884780662,0.57635904165835,0
0.22323689647057415,0.4088238906127068,0.9330008009581053,0.5048107549037206,0.20626845102633237,0.09941499456597602,0.122811199262746,1
0.4193943652768399,0.13585728594284555,0.409781411865658,0.34911447980210125,0.08891699125903318,0.20469774493312146,0.2881734283966483,0
0.4404174822722677,0.36667505380970533,0.09254778230734553,0.41595224040514706,0.543031723118573,0.08771507361564025,0.5412144546752156,0
0.5118152948271926,0.19339667579164843,0.20827823713608998,0.6436907564485483,0.5020590560943957,0.4486787335703779,0.8000589446493734,1
0.4950098428905643,0.36416558863689863,0.04602840397380749,0.8771664898211111,0.6058104244362681,0.869248796614014,0.6414405994687334,1
0.07411340644080905,0.31152805658095195,0.1969071595040013,0.6176195741247865,0.8125634487377683,0.5672081104829553,0.24149845442266307,1
0.6105136106898206,0.4981857112692279,0.3638137481908399,0.6407701624335738,0.35604330411758595,0.2631890805918621,0.5271566198819618,0
0.36948762731364054,0.7048100739660113,0.2835170370290503,0.9038971597056411,0.2859793005960971,0.38892383857770857,0.28995181463111186,1
0.47242995587894204,0.5564294470860991,0.4008905468750553,0.4493711207066699,0.0978212016876516,0.5995142606296205,0.17571075005061834,0
0.13414889149796605,0.3685240612959552,0.49452838028672175,0.29139095928128894,0.20467172683107274,0.20469774493312146,0.12650832827423025,0
0.08849842331111052,0.21727738439888006,0.3695858528371443,0.34901965053534095,0.7845032955226702,0.081723022995322,0.680001306984859,1
0.4575590179627976,0.4324021456754313,0.36842962392700096,0.6941099768806667,0.7366293822783602,0.6514738216894291,0.8129330554403811,1
0.4669352775733187,0.2822370452709609,0.6220271675987686,0.5389944815152994,0.5519359335471913,0.48253158931213935,0.3936071893460513,0
0.355147350830411,0.2883288212166613,0.8086631611469173,0.5094863630935902,0.47610780085945514,0.819847141806245,0.6007836784587768,1
0.44543436246435847,0.3970295933756408,0.4784491563675468,0.37038103999397937,0.16905488511659902,0.6141370945443057,0.5271566198819618,0
0.5799345314237436,0.5320841818504758,0.10427615740133206,0.46608056085743127,0.14234225383074375,0.2631890805918621,0.2038264196371258,0
0.1882559340357377,0.08106978698240058,0.2712942908457686,0.628130118798016,0.012266729109565395,0.07161393754167131,0.1688971158072219,1
0.3704200586397635,0.4008046503267343,0.28606597135812295,0.6514034425295128,0.21357593725969118,0.3655489179946581,0.5552722894684693,0
0.40506042187086627,0.5276157470920384,0.2877684774201532,0.5131708012823044,0.4094685666892965,0.2778119145065472,0.1827396674472452,0
0.09586297670267196,0.2875385595848272,0.3417144971590478,0.09812549721992131,0.054713422599809124,0.17815982982554512,0.12322801152776197,1
0.25002007856520486,0.1530375251747173,0.328941556691589,0.25137546513676495,0.897787707905352,0.20296970587265553,0.8063677167413804,1
0.18682832173593977,0.4637154962040811,0.5435406360444337,0.24245913878447706,0.114384126381852,0.1414585813507394,0.14891852201327566,1
0.6126637022007166,0.5444879404040686,0.08195441125471259,0.4220284004599694,0.5964569856902835,0.5848914267149353,0.3373758501730364,0
0.2914662809836039,0.22663585109538403,0.18634113883766232,0.5305184693549585,0.8993268432540311,0.32107224678046575,0.5949096465664958,1
0.3809781547647401,0.356183517764456,0.880070598642842,0.6615064417582011,0.17932103652006587,0.0006097705158388464,0.16779558148090368,1
0.11961846810115673,0.06968045000903608,0.2437750673229173,0.5998456906719511,0.2672719983861784,0.9147019721147521,0.5030274763772229,1
0.46597968134625384,0.12484028300394001,0.19734648879232178,0.4007618402680911,0.35604330411758595,0.1023379075303254,0.49904095029545437,0
0.2844163982039221,0.42892497251345124,0.3015776932566212,0.6833032828173302,0.16905488511659902,0.08771507361564025,0.3444047675696632,0
0.6272365446634565,0.3162895998093962,0.39862053879234827,0.4979804011452487,0.5163190918327176,0.17545207710375116,0.5974457938482305,0
0.26004869441376705,0.4833166094006352,0.5925170625235768,0.29442903930870007,0.2848096206886385,0.5117772571415096,0.4779541981055737,0
0.4475274455825811,0.1313024844072877,0.2763246001801528,0.3844495681769196,0.8724017734540359,0.1998690217336975,0.7047348252794786,1
0.6558922669150433,0.25980974758222436,0.30976810279149547,0.6153768338120404,0.18507557870882552,0.01645181050927688,0.08503363930219404,1
0.5345437106381608,0.23655115196487014,0.5654661328713176,0.6316559223513403,0.2670011998314017,0.2778119145065472,0.2600577588101408,0
0.3227641182593836,0.24959627868446554,0.3742223105197645,0.1666959709779104,0.7106983772844818,0.4727637804875161,0.5580177000365426,1
0.26626006988968903,0.18870808325815452,0.08422441933741964,0.6605176826117463,0.15124646425936217,0.49715442322682446,0.21085533703375267,0
0.6189195911016132,0.256241455903694,0.12478769889334035,0.8143822854959053,0.43848965053025685,0.9403886752458527,0.2655841682475568,1
0.3640641179929716,0.18557394954680356,0.2553187559511483,0.13406523054170977,0.021210345444755356,0.015965262766913766,0.22640993028815,1
0.47792463418456516,0.5562753631289117,0.27225675552165496,0.43569976058331966,0.16015067468798058,0.5702685928002502,0.09839265868772279,0
0.5758780853373422,0.03622665287834401,0.238055483369665,0.6196985047783898,0.23578552462337946,0.11403415667968733,0.24103850119699174,1
0.36683657278827014,0.6055051874503146,0.6176763187735801,0.3931666401995632,0.543031723118573,0.1023379075303254,0.09136374129109592,0
0.3090230010508434,0.15665862016315668,0.34527534884873223,0.5876037619538783,0.3827559354034412,0.08771507361564025,0.2530288414135139,0
0.16663916321817274,0.5990336612484399,0.09122361092576645,0.32025271954169504,0.42727698754653337,0.38017175190934327,0.5060698676920812,0
0.23902557741833924,0.13624249583581427,0.10578949612313676,0.4402568806244363,0.35604330411758595,0.14620640927438086,0.5904168764516037,0
0.5603110808452232,0.01743724819976486,0.2468917482871741,0.6969837175439904,0.22553825362121063,0.08858868532133332,0.17036154660051347,1
0.31839944729007413,0.8901349442058657,0.4437255639183736,0.7955281998922232,0.06660073156104143,0.27854650103822626,0.18656323217270365,1
0.4386756409013394,0.7518343050786354,0.8633109480260504,0.3976696618111503,0.17656956985176114,0.9266268280112554,0.22158172584689392,1
0.2899229019112351,0.1719511792807678,0.2207740368057106,0.8129618110426535,0.03694274942957582,0.259213084915556,0.31353557632338624,1
0.5359771049787581,0.3734547479259549,0.3780012987077591,0.4402568806244363,0.5519359335471913,0.3655489179946581,0.11947941087760339,0
0.346205123667599,0.2498290530621834,0.07103830500741964,0.30670735665319054,0.6247294091208259,0.3271794191482159,0.5006026468255873,1
0.3701811595829973,0.27799973644830495,0.21701989217578296,0.4402568806244363,0.3649475145462044,0.5264000910561948,0.40063610674267813,0
0.6076468220086257,0.3362434722651761,0.3220077660009848,0.5450706415701219,0.39166014583205966,0.2778119145065472,0.46389636331232,0
0.17957121119375313,0.7692373580366241,0.839543814283449,0.11280447616401185,0.6852617291191292,0.47811466544276804,0.4209305629840513,1
0.2734270415926758,0.09903122017503546,0.16859305307803227,0.6681128826802742,0.4896064605468623,0.38017175190934327,0.28114451100002136,0
0.09379829723259475,0.04631659624554413,0.1328631589526752,0.7751726367707428,0.781632020010274,0.49825870172375397,0.5016145061260738,1
0.3034710070862709,0.45802211406946486,0.9200120422219094,0.25637726146104217,0.581238401296895,0.6657152930602492,0.2778214978131265,1
0.23413381996317334,0.5314989384036326,0.1849097479303435,0.9686652755168892,0.22523905342800762,0.3598952391307335,0.30687906921111496,1
0.4618617672745901,0.0995020164401933,0.2792953885809678,0.7342125668468162,0.6412166801740016,0.28766933365857245,0.14688386093350717,1
0.2320975047721187,0.3914055289382975,0.3414920020442205,0.4493711207066699,0.3827559354034412,0.17545207710375116,0.2881734283966483,0
0.3749742903146092,0.01666574439635546,0.21017097423308354,0.8885514722298096,0.18783715705074863,0.22675094694841635,0.24149010173709987,1
0.7829118572316287,0.7232346842331943,0.8365861186282891,0.5528108740006485,0.20864551641163429,0.08641278530671286,0.03952125232683015,1
0.614097096541314,0.6161369804962513,0.0868727621005779,0.4903852010767206,0.49851067097548074,0.35092608407997294,0.5552722894684693,0
0.496797659669097,0.3474916011398628,0.6241080083412501,0.4949423211178375,0.0978212016876516,0.058469405786269954,0.41469394153593186,0
0.4837844384973328,0.6803886571465623,0.4669778700146774,0.5513669952628679,0.34208606216112286,0.7364847268755534,0.7691536847876068,1
0.6477818635453518,0.3501880703906439,0.23839580162127452,0.636213042392457,0.24919277897416484,0.33630325016528784,0.18976858484387207,0
0.31093419350497326,0.34163641076673823,0.4014580488957321,0.5025375211863654,0.543031723118573,0.48253158931213935,0.37252043715617067,0
0.5457719663061735,0.39225299070282865,0.46180243042769487,0.4402568806244363,0.5786485648330466,0.4240402536533987,0.5412144546752156,0
0.4297022374303761,0.35063404775301077,0.27201903056600873,0.8698770255188883,0.8682983618183571,0.7964933931612656,0.9140238462035812,1
0.3625363897664781,0.3467982233325192,0.22515408780548332,0.31265751947316717,0.3827559354034412,0.3070575823359175,0.57635904165835,0
0.35751950957438733,0.26397809634424335,0.34357284278670186,0.5465896815838274,0.5964569856902835,0.2778119145065472,0.5482433720718425,0
0.5909238880349901,0.3172911455311148,0.5550619291589102,0.4675996008711369,0.20467172683107274,0.3070575823359175,0.2389710066202602,0
0.6554684752776854,0.294931255555506,0.8289605417154986,0.3240609719518501,0.1775407860280638,0.10928247392746177,0.21594114799558242,1
0.565361688961004,0.3991867687762657,0.5942195685856071,0.364304879939157,0.231384358116928,0.20469774493312146,0.11947941087760339,0
0.6972339682959607,0.13778333540768917,0.5011492371946175,0.7182412031325585,0.48070225011824397,0.21932057884780662,0.13353724567085712,0
0.32264024728651836,0.12607295466143992,0.18637478305923763,0.2853147992264666,0.4005643562606781,0.5556457588855651,0.569330124261723,0
0.24069787081570276,0.37029602680361134,0.3051718727209074,0.34000023971986776,0.11562962254488846,0.3655489179946581,0.21788425443037954,0
0.7746613487749296,0.06123893842593167,0.3339209985191318,0.6211046300844099,0.26185697903770677,0.16693466948530242,0.01920502647603571,1
0.47768573512779894,0.4530391118132933,0.508715930803641,0.4402568806244363,0.15124646425936217,0.08771507361564025,0.5412144546752156,0
0.3611029954258807,0.34518034178205054,0.5446577254465028,0.390128560172152,0.4094685666892965,0.20469774493312146,0.49201203289882744,0
0.23281420194241736,0.511745099501727,0.33657365119835514,0.3612667999117459,0.14234225383074375,0.043846571871584805,0.40063610674267813,0
0.7863330772271142,0.2717404296989286,0.08285117234734168,0.24842122141919637,0.5922987095347554,0.3092338904150965,0.2800263097812772,1
0.18932093572956,0.12866379730479163,0.26580612850983143,0.9253454920639417,0.4390774173419203,0.8028591822699576,0.31041166044227475,1
0.3826040221249844,0.12708781759158452,0.3915985172597518,0.038094895558107245,0.03112490350610881,0.08051422254438426,0.14076457820891927,1
0.2985114425531295,0.18439373245690482,0.5019059065555197,0.5891228019675838,0.231384358116928,0.29243474842123235,0.11947941087760339,0
0.5479999066745938,0.7879716742782858,0.709933130323476,0.330992525869158,0.29926949882127757,0.15614496294884067,0.9464046481996984,1
0.3164288718105965,0.17923191989112397,0.3957830286889644,0.6225416822691066,0.1334380434021253,0.5848914267149353,0.19679750224049894,0
0.2908666727366103,0.2280765343195582,0.13000291567201214,0.29290999929499456,0.3649475145462044,0.11696074144501056,0.2038264196371258,0
0.9308559678236774,0.3007573374558887,0.3074927929497623,0.09575155801065122,0.09762672268805364,0.09486680015832938,0.21823404954015282,1
0.2645877764923254,0.37337770594736114,0.5488194069314658,0.4994994411589542,0.587552775261665,0.5410229249708799,0.5833879590549768,0
0.8017817342349287,0.14577027623749436,0.1646466668165217,0.574907485672626,0.8532000410317071,0.13618797027236731,0.6297142505908513,1
0.33291290672746604,0.3367827661153323,0.2573125356438334,0.3369621596924565,0.1334380434021253,0.0730922397009551,0.5974457938482305,0
0.23639768779391074,0.5696806674042232,0.3972963674107691,0.6924175228995635,0.3115222519744938,0.14620640927438086,0.09136374129109592,0
0.3668980963462372,0.03537282423601623,0.4004756601013647,0.6203198114606041,0.36275999051595875,0.5000336347702318,0.1557773162612668,1
0.518370074988757,0.27609635338109445,0.1307540251801537,0.03436002649315678,0.7360329236241664,0.44412490201332516,0.6956632912629319,1
0.6661770909163514,0.31351608858002133,0.3993772081532506,0.47367576092595925,0.5252233022613361,0.5995142606296205,0.2389710066202602,0
0.16014251786842087,0.16092564369011275,0.8490675881455436,0.34694261947864397,0.21628687334627697,0.23286979444600703,0.07276102709123902,1
0.6766886494140651,0.3333158770786138,0.2102098679276618,0.43418072056961393,0.25809698940278325,0.14620640927438086,0.3444047675696632,0
0.5849514116158343,0.11551820359409687,0.5978137480498932,0.3324050396513398,0.3827559354034412,0.5117772571415096,0.44280961112243933,0
0.16520576887757543,0.589711581838597,0.2820934572133855,0.6012751220772286,0.4628938292610071,0.1900749110184363,0.57635904165835,0
0.21226888306052188,0.19379285384534173,0.5843828668938765,0.45240920073408103,0.5608401439758097,0.3070575823359175,0.2249131718270064,0
0.11460709044651213,0.23382399618923894,0.21607617951855537,0.7674514868106526,0.15288223094184084,0.30203909397620077,0.13634126760426465,1
0.8384568047229901,0.7947456303973308,0.4617215200554948,0.8075720620024309,0.15539514536643217,0.13865114600407444,0.013943726213115876,1
0.6281921408905213,0.1367817896859705,0.35378787915888377,0.42658552050108606,0.3738517249748228,0.058469405786269954,0.16868183265399148,0
0.6775689042020481,0.49031834153289794,0.8289143177673803,0.1502145502058238,0.13792077521625842,0.20018951267838217,0.2828134958617793,1
0.65423213807804,0.2561968565062751,0.09216944762689436,0.3749381600350961,0.1245338329735069,0.39479458582402843,0.3303469327764095,0
0.3685088661856338,0.49849387918360294,0.4801516624295771,0.5116517612685989,0.24919277897416484,0.5556457588855651,0.4779541981055737,0
0.274621536876507,0.25912445169283743,0.6014079275141795,0.7182412031325585,0.24028856854554645,0.48253158931213935,0.37252043715617067,0
0.31475657841323285,0.3444869639747068,0.44874988395212934,0.5389944815152994,0.4717980396896255,0.20469774493312146,0.4287517763291856,0
0.39841998217473346,0.21793543908292062,0.17907111978879883,0.7018161239841347,0.16602711038015475,0.028685735987754115,0.014946746284045465,1
0.2590930981867022,0.5401735896028188,0.47012579339762084,0.5405135215290051,0.5697443544044282,0.5264000910561948,0.5552722894684693,0
0.6483420194806366,0.06515237102936217,0.2276033308456045,0.7135186183731639,0.09063253977873162,0.18120589726162556,0.04492707113581666,1
0.3532193265525953,0.15088047176862582,0.48790752337882615,0.5891228019675838,0.3293306728317307,0.6141370945443057,0.40063610674267813,0
0.5966574653973795,0.5227621024406326,0.3626787441494864,0.42354744047367493,0.24919277897416484,0.38017175190934327,0.3795493545527976,0
0.8984582409038757,0.050500280875480114,0.018051401932647967,0.14993281387868768,0.43622880456753077,0.5275790499921477,0.19159496128497208,1
0.602391042759769,0.4503426425625124,0.5885445483788395,0.6741890427350965,0.6053611961189019,0.23394341276249175,0.520127702485335,0
0.15732210000428998,0.3215284543537708,0.27679677168706907,0.7000127229680915,0.48070225011824397,0.6141370945443057,0.10542157608434966,0
0.3415132727710501,0.6158288125818765,0.2862551386983485,0.6787461627762132,0.42727698754653337,0.35092608407997294,0.4217228589325588,0
0.13080430470323884,0.10257515119034771,0.5788970140273343,0.470637680898548,0.231384358116928,0.14620640927438086,0.49201203289882744,0
0.40243253224643777,0.15681270412034415,0.48885336007995406,0.5374754415015939,0.35604330411758595,0.29243474842123235,0.48498311550220063,0
0.29392081501782646,0.12468643422134038,0.3147649983713099,0.542854458031067,0.21497486862822499,0.8106988706412557,0.6705170287699244,1
0.3009532936645554,0.024287123345936787,0.10411857429857832,0.4477128335853942,0.44294821445138827,0.499620348989007,0.15561176743340974,1
0.6668937880866499,0.49471882223250946,0.4860158499765703,0.40835704033661896,0.5519359335471913,0.48253158931213935,0.4779541981055737,0
0.5343048115813944,0.1256877447684712,0.5124992776081527,0.6605176826117463,0.10672541211627004,0.20469774493312146,0.49201203289882744,0
0.19267916040569139,0.4967989556545405,0.26979758009872223,0.4508901607203754,0.3026180415458754,0.20469774493312146,0.2389710066202602,0
0.46602401666489296,0.38622012477410733,0.8465446621214603,0.26654419407584934,0.17207346486103298,0.240778287199799,0.10978728715935343,1
0.19882754406104092,0.0746682813841531,0.22256217562358163,0.4282885723620112,0.03705661774507608,0.01449659630763216,0.04893954321731954,1
0.377785781130812,0.12965946299409148,0.3465899833296372,0.4046223360183296,0.7441376189574553,0.7894784293634378,0.44975653469306875,1
0.8709583103624499,0.15426760494955533,0.03869451155414687,0.8547208521304082,0.2680643481805522,0.3151897699215633,0.8378565490514578,1
0.4903760410459231,0.19378601232282855,0.20417855715271924,0.31256073774018084,0.3068535606101395,0.3481561682465358,0.0509594434954069,1
0.5921183833188213,0.5173691639390705,0.5584669412829708,0.37949528007621297,0.5074148814040992,0.058469405786269954,0.5271566198819618,0
0.4313393181151511,0.2212968402033087,0.1220578873825374,0.6012751220772286,0.32042646240311223,0.5117772571415096,0.2249131718270064,0
0.04459649180093472,0.8362515475144383,0.8448162441819493,0.12187939390596664,0.13883531338862964,0.12870395969669954,0.24349561423698865,1
0.34952496693211726,0.2093095835083949,0.9230821440456546,0.39578449825606227,0.90107353348862,0.2577796871804787,0.569965028663667,1
0.6643552920110414,0.7223741242729393,0.3903397423667646,0.6831428022841071,0.5586263913413124,0.7704346997789773,0.48191877700103214,1
0.7915743110773055,0.38392535862526517,0.1578943724935718,0.4495329104929266,0.3187324362019543,0.7349536897857436,0.20614690363309437,1
0.7793699513728436,0.3769771968829876,0.4914495358516622,0.5223169378241961,0.44613963942434426,0.7685476777483256,0.48064889929613364,1
0.4535569303944101,0.5650581486885986,0.40997057920588365,0.621022642255401,0.35604330411758595,0.08771507361564025,0.23194208922363332,0
0.2540762179946114,0.4659821642170426,0.36154374010813295,0.7197602431462642,0.5074148814040992,0.48253158931213935,0.40063610674267813,0
0.09989673035235819,0.6672313282472604,0.24192476573345764,0.38722284319558203,0.5951484851558572,0.2200621484526968,0.7935881323751252,1
0.6727219635245785,0.27270253497049024,0.2500448295105602,0.593820192280831,0.02136462816422357,0.11016444837694783,0.14482345245536865,1
0.4102187354371994,0.09774864126347602,0.07672616353083303,0.28539236813149554,0.16106709577799758,0.1334030156579237,0.018691110011022236,1
0.7565464472236201,0.28832433780046474,0.08030920981161485,0.2797787787537059,0.050253166535322004,0.06478489073197499,0.08503534331536233,1
0.5189711859941695,0.34757690460674445,0.6158533133753112,0.8301018526887192,0.2994587521263599,0.31427317327764304,0.5939696207242109,1
0.19029016983802916,0.1810809273773738,0.2709325841400758,0.6635557626391575,0.4450854084037702,0.35092608407997294,0.36549151975954386,0
0.621502967301067,0.4778466289204792,0.38500049029610584,0.5967180020361118,0.1334380434021253,0.058469405786269954,0.46389636331232,0
0.2753603381366127,0.3579294181311728,0.1831019695045679,0.4100261597589982,0.3206853645483856,0.02056355392458543,0.0275915709315981,1
0.07698297363419077,0.3845837127854069,0.7416931563879144,0.7671302201461594,0.19838569082192517,0.1569149592655193,0.3713408531217808,1
0.5381271964896541,0.11621158140144058,0.09538529241072938,0.42506648048738044,0.3026180415458754,0.20469774493312146,0.5833879590549768,0
0.2825052057497924,0.40958743588642127,0.5009600698543918,0.5389944815152994,0.4628938292610071,0.0730922397009551,0.4357806937258125,0
0.38404916425637353,0.29377593107932637,0.4480357249481627,0.8479675211310922,0.833141855909164,0.9564405714044162,0.8483049755785875,1
0.6463484692047543,0.43593579256548204,0.6184329881344824,0.4205093604462637,0.2848096206886385,0.4240402536533987,0.27411559360339455,0
0.4062200007375147,0.2143036168695598,0.7863662268284916,0.5594593198868882,0.1442296905103237,0.1595707549800586,0.07083586878581169,1
0.34529999870032474,0.6748539237176316,0.834129968775068,0.15585475915073582,0.10235431660744398,0.09074769795496487,0.18220460657902338,1
0.253732025114543,0.3163415788583087,0.24325467592567032,0.1533536419917954,0.7397862001050286,0.3019648372125942,0.4214078199518999,1
0.8422630127202329,0.20367163534733745,0.2907821998603026,0.8949596171430618,0.14530241407175032,0.0070172505372877135,0.19956418305983045,1
0.2633932812084943,0.2601259974145561,0.3066852114427121,0.43418072056961393,0.4450854084037702,0.49715442322682446,0.23194208922363332,0
0.27388069699814893,0.2679825715735687,0.37552314815280863,0.43927786492132687,0.14804549135492878,0.21467755407587835,0.21177883545917023,1
