N,P,K,Moisture,pH,Temperature,Humidity,Semantic_Tag,Action_Suggested,Label
42.12916953178806,16.55074517320245,73.7260466806291,13.344745202759196,7.446242879808015,42.483426054745394,38.81119378725077,"Pest-risk, Healthy",Apply Pesticide,1
90.61096556851844,34.16479029632663,121.8049045347297,52.2664477961711,3.357261907009164,37.431035212633184,40.891413524328186,"K-deficiency, K-deficiency",Apply Pesticide,1
28.863458122334055,10.569717058882894,9.350134321319482,42.91752481522597,6.274514896991658,25.434278903504357,34.36540378257582,"Pest-risk, Healthy",Apply Pesticide,1
39.21140011068445,14.77531018663472,41.4845247547821,7.944114575278261,3.957677107290143,40.53267652995307,22.082393299859106,"P-deficiency, N-deficiency",Monitor,1
59.0,15.0,75.0,18.55,6.58,31.94,52.62,"Pest-risk, N-deficiency",Apply Pesticide,0
23.0,9.0,25.0,37.29,6.13,20.17,85.24,"N-deficiency, Pest-risk",Monitor,0
57.0,41.0,33.0,25.36,5.63,38.99,34.53,"K-deficiency, K-deficiency",Apply Pesticide,0
37.57642751667608,54.798956795152606,51.6675878354296,15.213644024419875,7.796680671262679,24.4487782421157,33.16182846501816,"N-deficiency, N-deficiency",Monitor,1
64.0,42.0,49.0,30.0,5.63,35.17,90.38,"Healthy, Pest-risk",Monitor,0
52.0,26.0,31.0,12.24,7.92,24.78,26.18,"Pest-risk, Pest-risk",Apply Fertilizer,0
28.81904271528594,21.750220917196934,37.51913108216471,19.10600532590497,9.164469458722811,47.20402724986324,40.433915500033976,"N-deficiency, Healthy",Irrigate,1
40.0,28.0,40.0,17.0,7.5,29.82,28.38,"P-deficiency, Pest-risk",Apply Fertilizer,0
24.0,20.0,76.0,24.23,5.99,35.57,59.6,"P-deficiency, N-deficiency",Monitor,0
73.72002474520814,15.044903009226152,90.26941805535691,40.01549241774026,8.091815755898326,47.600404351153415,107.94598403707778,"K-deficiency, K-deficiency",Irrigate,1
73.0,5.0,82.0,13.05,7.18,28.96,91.12,"Healthy, P-deficiency",Apply Pesticide,0
61.0,41.0,41.0,23.67,5.72,35.88,56.68,"Healthy, P-deficiency",Monitor,0
32.0,6.0,60.0,37.15,5.73,26.11,72.74,"Healthy, Pest-risk",Apply Pesticide,0
40.0,34.0,49.0,16.18,5.44,36.14,57.62,"K-deficiency, P-deficiency",Monitor,0
28.0,10.0,88.0,31.34,5.61,21.37,77.43,"K-deficiency, P-deficiency",Monitor,0
29.752965634976295,10.468636056750919,30.303946480068447,16.047958500491468,8.367881360367523,38.634252290314954,36.856352943778695,"Healthy, N-deficiency",Apply Pesticide,1
69.0,34.0,27.0,18.2,7.87,22.61,83.08,"Healthy, P-deficiency",Monitor,0
51.0,7.0,43.0,11.84,5.05,37.76,72.69,"Pest-risk, P-deficiency",Irrigate,0
34.0,32.0,50.0,19.67,6.5,22.98,73.06,"Healthy, P-deficiency",Monitor,0
66.0,42.0,54.0,25.99,6.47,31.47,70.66,"K-deficiency, N-deficiency",Apply Fertilizer,0
13.37648547024384,13.37648547024384,17.066550427552485,23.03563524979982,4.14897730030996,20.016301036659673,55.541324920072576,"N-deficiency, Pest-risk",Irrigate,1
22.681741807071507,8.723746848873656,11.777058245979436,26.05747299507804,3.2738117620730725,15.762051803497757,57.91318347551864,"K-deficiency, P-deficiency",Monitor,1
66.85542192929809,37.787847177429356,132.25746512100275,25.59223192108783,3.823304534335519,52.68724954006322,62.28030182172618,"Healthy, P-deficiency",Apply Fertilizer,1
44.0,22.0,57.0,15.65,6.63,19.49,91.1,"Healthy, Healthy",Monitor,0
25.0,23.0,78.0,22.33,7.95,34.83,62.45,"K-deficiency, N-deficiency",Monitor,0
65.0,19.0,57.0,27.25,6.09,29.72,92.19,"K-deficiency, P-deficiency",Irrigate,0
32.47252377864105,7.2699680101435185,38.28849818675586,10.025704638710739,7.910743950161654,38.01873924946759,14.09832777686184,"Healthy, K-deficiency",Monitor,1
19.59950071712043,12.510319606672615,37.9479694735736,54.91392375800671,8.785523273353352,21.692047820983145,97.29872892415187,"P-deficiency, K-deficiency",Monitor,1
34.33011375962839,63.97884837021654,54.61609007213607,7.803610016485157,7.680905317575382,40.8609321218482,58.54937115225721,"K-deficiency, K-deficiency",Apply Fertilizer,1
55.0,37.0,91.0,23.83,6.1,22.61,50.93,"Pest-risk, Healthy",Monitor,0
50.0,19.0,64.0,35.58,6.55,29.59,30.43,"Pest-risk, K-deficiency",Irrigate,0
23.72626586323528,14.772957990316307,23.72626586323528,14.921238320376368,9.21364774312589,16.94766361256627,45.49472663676713,"K-deficiency, Pest-risk",Monitor,1
48.178538020213665,66.2454897777938,96.35707604042733,48.877370509843395,3.831270566403922,22.43131411526084,63.33813101571422,"Healthy, Pest-risk",Apply Pesticide,1
34.731098797384185,19.996693246978772,23.680294634580125,36.16291293509809,7.726046795397799,15.387465863768702,131.82283021240391,"P-deficiency, N-deficiency",Apply Pesticide,1
51.0,36.0,48.0,19.04,5.72,25.41,74.41,"N-deficiency, Pest-risk",Apply Pesticide,0
53.0,36.0,46.0,25.35,5.33,39.75,29.24,"Pest-risk, N-deficiency",Monitor,0
44.0,5.0,63.0,21.28,7.1,21.47,28.68,"P-deficiency, N-deficiency",Irrigate,0
49.0,35.0,57.0,10.88,5.23,38.45,30.71,"P-deficiency, P-deficiency",Irrigate,0
29.61190585033973,7.792606802720981,15.065706485260565,22.35632118794094,8.453947491351103,50.925714637710016,26.840932482954763,"Pest-risk, Pest-risk",Monitor,1
21.617720971266046,11.349303509914673,12.430189558477977,12.564201023835233,6.175469696473071,29.226979194036343,31.998802795762955,"P-deficiency, N-deficiency",Irrigate,1
31.0,42.0,40.0,24.68,7.95,27.47,31.22,"N-deficiency, Healthy",Apply Fertilizer,0
84.54790367765305,30.19567988487609,64.9207117524836,25.859255915356542,4.263790833665689,25.339556349201704,71.54304534170628,"Healthy, P-deficiency",Apply Fertilizer,1
21.311785467367134,17.582223010577888,45.82033875483934,33.7200383661399,5.368588275097922,22.189386029329462,98.32475502251377,"Healthy, P-deficiency",Apply Fertilizer,1
22.0,20.0,43.0,30.75,7.35,40.32,28.54,"Pest-risk, P-deficiency",Monitor,0
39.0,9.0,36.0,36.84,5.58,36.25,48.55,"P-deficiency, N-deficiency",Apply Pesticide,0
54.006231483960306,24.68856296409614,112.64156852368863,10.206043075038192,6.0230657077317,23.681968183986587,44.079839250628225,"N-deficiency, N-deficiency",Monitor,1
46.0,19.0,25.0,15.9,6.04,28.98,79.02,"P-deficiency, K-deficiency",Monitor,0
52.0,30.0,66.0,12.5,5.47,27.04,62.4,"P-deficiency, N-deficiency",Apply Pesticide,0
66.4695522284423,19.638731340221586,33.23477611422115,46.00811487139381,8.99592193596721,22.639263338530217,114.86173359112432,"N-deficiency, Pest-risk",Apply Pesticide,1
67.0,39.0,47.0,32.69,6.8,27.48,79.53,"Pest-risk, N-deficiency",Monitor,0
49.0,43.0,86.0,23.37,7.61,31.2,41.5,"K-deficiency, K-deficiency",Monitor,0
39.0,10.0,60.0,19.87,5.95,35.9,39.97,"Healthy, N-deficiency",Apply Pesticide,0
28.0,19.0,68.0,30.51,5.96,40.54,94.61,"Pest-risk, K-deficiency",Irrigate,0
31.816021010915314,21.799866248219754,31.226835436639107,12.077889695603455,7.745447516636689,41.33131948147146,25.792452279296285,"Healthy, P-deficiency",Apply Fertilizer,1
80.38236425693012,37.91620955515572,60.665935288249145,15.727815717375828,9.338904483693781,28.267345813951618,46.78785422630934,"Pest-risk, K-deficiency",Apply Fertilizer,1
60.0,19.0,57.0,12.19,5.86,38.47,77.09,"N-deficiency, P-deficiency",Apply Fertilizer,0
70.0,43.0,91.0,34.72,6.75,32.59,88.91,"Pest-risk, P-deficiency",Apply Pesticide,0
60.0,36.0,67.0,29.74,5.9,29.52,73.37,"Healthy, Pest-risk",Apply Pesticide,0
35.81877471930241,8.140630618023275,20.622930898992298,18.273154672699313,4.63371584660281,45.548361496946164,20.033069159619128,"Healthy, K-deficiency",Apply Pesticide,1
87.86936115054516,21.96734028763629,131.80404172581774,14.723625827530936,7.076560853325757,47.208026287209485,41.36950607767922,"N-deficiency, N-deficiency",Monitor,1
27.0,7.0,81.0,25.84,6.38,41.59,60.59,"K-deficiency, N-deficiency",Irrigate,0
91.26333990573893,37.664235516654166,40.56148440255064,20.871984921233548,7.78344666082301,40.31309307538988,46.66148345486182,"Healthy, Healthy",Apply Fertilizer,1
25.0,19.0,67.0,22.14,5.24,35.28,52.07,"Pest-risk, Healthy",Monitor,0
91.36675932480446,43.507980630859265,75.4138330934894,26.264547874498724,5.878195704789179,33.17920658733754,49.60264276634054,"Pest-risk, N-deficiency",Apply Pesticide,1
71.0,17.0,41.0,19.59,5.79,18.6,70.67,"P-deficiency, P-deficiency",Irrigate,0
70.0,14.0,88.0,35.71,7.34,26.14,57.21,"Healthy, K-deficiency",Apply Pesticide,0
19.0,39.0,67.0,31.94,7.34,20.59,49.33,"Healthy, Pest-risk",Monitor,0
99.49002458691628,13.566821534579491,119.08654458130887,28.845856010259144,6.101422942005144,29.077148817597735,86.56704769966885,"Healthy, P-deficiency",Apply Pesticide,1
34.0,8.0,60.0,33.5,7.0,28.58,86.85,"Pest-risk, N-deficiency",Monitor,0
8.045487258126336,6.9727556237094905,18.772803602294783,47.58006942726586,7.953839872012706,13.83484253963049,61.81283585998846,"P-deficiency, P-deficiency",Apply Pesticide,1
34.39744277018815,51.596164155282224,70.35840566629395,39.0178645679746,6.746937465334476,18.163962602295694,81.6393348819954,"Pest-risk, P-deficiency",Apply Fertilizer,1
61.0,37.0,83.0,10.94,7.58,26.37,91.86,"P-deficiency, P-deficiency",Apply Pesticide,0
10.167078883469955,12.103665337464232,14.040251791458509,21.666860890886042,6.907332242238473,26.179715548108938,61.792877427674306,"Pest-risk, K-deficiency",Apply Pesticide,1
32.0,19.0,36.0,8.72,7.45,41.51,77.86,"Pest-risk, N-deficiency",Irrigate,0
16.375489766269617,7.368970394821327,36.02607748579315,30.886473117615207,7.081278232613302,30.82768194985879,84.16675670111351,"Healthy, Healthy",Apply Fertilizer,1
74.0,15.0,26.0,9.71,6.04,19.98,77.04,"Healthy, K-deficiency",Apply Fertilizer,0
55.45959703698535,42.32442931769935,87.56778479524003,25.97548109152118,7.467168250805639,18.075090685851283,117.68536952249697,"Pest-risk, Pest-risk",Irrigate,1
28.153231188078948,12.4205431712113,36.43359330221981,10.471522150392488,7.76731356673811,15.877191378532942,25.26364280498434,"Pest-risk, K-deficiency",Apply Fertilizer,1
22.381733218482474,10.1250697893135,43.164771207073336,17.63302956195668,3.589866443435489,47.26299491287819,20.872168325739693,"Pest-risk, P-deficiency",Apply Fertilizer,1
39.89369780339517,51.71405270810485,85.69757305914517,38.64278659569446,9.241606590191228,50.900782310350245,108.87895266617805,"Pest-risk, K-deficiency",Apply Pesticide,1
62.0,30.0,54.0,29.58,6.04,33.78,32.58,"K-deficiency, Pest-risk",Apply Fertilizer,0
85.8495712046979,21.085859594136327,96.39250100176606,13.305670974378172,8.970598785447637,45.3619487618384,20.18457368686009,"N-deficiency, Pest-risk",Monitor,1
17.0,5.0,22.0,18.99,6.97,24.09,52.86,"Healthy, P-deficiency",Apply Pesticide,0
39.95821203598226,11.099503343328404,44.95298854048004,8.76134577500034,5.242494843352552,27.795717695748188,47.20536757338553,"K-deficiency, P-deficiency",Irrigate,1
52.0,33.0,28.0,35.58,6.11,35.85,67.28,"N-deficiency, P-deficiency",Apply Pesticide,0
39.727268126699805,19.069088700815907,68.33090117792366,41.16157551604514,8.895017529174734,38.83339179168205,130.45610606335293,"K-deficiency, K-deficiency",Irrigate,1
24.0,19.0,44.0,28.54,6.43,27.55,70.28,"Pest-risk, N-deficiency",Apply Fertilizer,0
57.0,30.0,89.0,15.21,6.72,35.68,54.36,"P-deficiency, N-deficiency",Irrigate,0
108.07376564700762,18.526931253772734,120.42505314952277,12.339294027172755,5.91656706087887,49.199161826614436,39.28704777178517,"P-deficiency, Healthy",Apply Pesticide,1
57.0,12.0,59.0,19.12,6.26,21.05,71.2,"N-deficiency, P-deficiency",Monitor,0
60.0,6.0,74.0,13.42,6.64,41.53,40.78,"K-deficiency, K-deficiency",Apply Fertilizer,0
52.0,24.0,37.0,27.23,5.66,35.25,43.04,"Pest-risk, N-deficiency",Apply Fertilizer,0
42.0,10.0,92.0,8.57,6.42,27.83,47.92,"Pest-risk, Healthy",Irrigate,0
53.0,38.0,21.0,24.93,6.13,21.42,69.53,"K-deficiency, N-deficiency",Irrigate,0
17.0,16.0,84.0,33.98,6.7,32.28,41.77,"Healthy, Pest-risk",Irrigate,0
51.0,42.0,43.0,22.8,7.68,26.22,61.78,"N-deficiency, Healthy",Monitor,0
64.96946483707545,11.299037362969644,104.51609560746921,12.067516846437734,4.9306720314738754,22.478575684922863,61.648982879606166,"Healthy, Pest-risk",Monitor,1
12.272640659917128,20.640350200769713,11.714793357193622,24.693836443562628,9.552194495197309,34.429328131195376,114.79449927230948,"P-deficiency, Pest-risk",Monitor,1
31.336606838507375,13.095895395197111,31.336606838507375,42.476817585441516,3.7968256411143635,16.544315449549966,117.37955987091041,"Healthy, K-deficiency",Irrigate,1
8.352699166327346,2.0881747915818365,33.410796665309384,43.28420266155019,7.608937808509174,29.566161029043162,79.39264228239246,"P-deficiency, Pest-risk",Irrigate,1
74.0,19.0,71.0,13.99,5.61,21.9,61.49,"Healthy, Healthy",Monitor,0
54.0,43.0,34.0,20.85,6.22,34.11,30.53,"K-deficiency, Healthy",Monitor,0
28.03086356453114,19.00397529798721,27.080664799631776,12.850259403577303,3.784224049172699,17.52880942346619,61.36683923930574,"P-deficiency, Healthy",Monitor,1
41.0,21.0,88.0,22.39,6.3,29.75,87.06,"K-deficiency, P-deficiency",Apply Pesticide,0
58.0,27.0,40.0,20.56,7.03,19.62,77.64,"K-deficiency, N-deficiency",Irrigate,0
73.0,41.0,78.0,9.63,5.75,29.19,84.53,"P-deficiency, Healthy",Monitor,0
39.41359152102043,29.954329555975526,74.0975520595184,52.31347178124676,7.816985533191496,45.23094397038227,93.53539137066038,"N-deficiency, Pest-risk",Irrigate,1
31.20884747236858,18.929956663567825,30.69722702200188,13.906684814484297,8.096578862024689,33.526015314786726,64.88867404023,"N-deficiency, N-deficiency",Monitor,1
72.0,11.0,32.0,23.5,5.87,36.29,93.52,"N-deficiency, N-deficiency",Apply Fertilizer,0
71.3487449161226,66.79456970871051,51.61398568400358,22.589761594544516,5.814852888993835,31.048773717109313,20.12282914604281,"Pest-risk, Pest-risk",Apply Fertilizer,1
44.45361981223306,57.15465404429965,41.278361254216414,7.259959262909848,6.128048428215413,30.761680951325413,29.987917599389696,"Pest-risk, N-deficiency",Apply Pesticide,1
62.33085043954325,27.541538566309807,43.4866398415418,17.730564161402896,4.7417096589119625,25.593558453520878,54.38062244255349,"P-deficiency, K-deficiency",Irrigate,1
51.0,19.0,49.0,13.25,6.87,39.46,70.16,"K-deficiency, K-deficiency",Apply Fertilizer,0
74.0,13.0,34.0,37.54,6.15,28.46,79.48,"K-deficiency, N-deficiency",Apply Pesticide,0
96.55925665513124,41.15640447595757,74.39811578346176,13.600914122774089,7.396518761656889,30.48636545153199,63.89335171868738,"Healthy, N-deficiency",Monitor,1
14.651500073260985,9.767666715507325,44.93126689133369,23.006699139874378,7.56645112814719,27.351144291061225,46.47074839229595,"Healthy, N-deficiency",Apply Fertilizer,1
13.90585114916653,10.633886172892053,27.402706676298752,15.487180922240913,4.795540598973811,26.925792613737922,72.22721147592175,"P-deficiency, Pest-risk",Apply Pesticide,1
54.0,23.0,64.0,16.36,5.52,24.93,94.37,"Pest-risk, Pest-risk",Apply Fertilizer,0
24.0,7.0,66.0,22.47,6.32,30.85,39.04,"P-deficiency, N-deficiency",Apply Pesticide,0
100.56543222389669,28.284027812970944,36.14070220546287,18.192059073085872,7.109387110895662,44.684558199761454,69.86594985573807,"K-deficiency, Pest-risk",Irrigate,1
24.03215851807292,20.964223388106163,45.5077044278402,31.24414263410343,7.3267911665500804,35.0460816183815,99.84161780283331,"K-deficiency, P-deficiency",Monitor,1
25.0,33.0,22.0,26.54,6.17,31.18,65.35,"P-deficiency, P-deficiency",Irrigate,0
49.790540705790775,54.45840389695866,51.34649510284674,14.81573189454734,6.964466520618702,34.12582925618742,127.49218780432999,"Healthy, P-deficiency",Apply Fertilizer,1
49.0,34.0,24.0,16.02,7.2,23.13,44.83,"Pest-risk, Healthy",Apply Pesticide,0
12.937190081429165,16.818347105857914,34.067933881096806,9.58700498125323,4.7715356021407604,19.67167628875665,24.558850642478934,"P-deficiency, N-deficiency",Irrigate,1
49.47001964050374,60.77745270119031,122.96833453496644,37.00063438781102,5.2143837445348105,17.521395249667147,37.55766313282887,"Pest-risk, Healthy",Monitor,1
68.95398898665538,60.51064339645268,70.36121325168916,10.990661994920732,6.8611290905058056,52.42226454587694,52.87399554313217,"Healthy, Healthy",Apply Pesticide,1
74.0,32.0,78.0,36.6,5.28,21.99,90.34,"Pest-risk, K-deficiency",Irrigate,0
74.0,33.0,84.0,22.98,6.99,37.4,38.32,"K-deficiency, Pest-risk",Apply Fertilizer,0
104.08515410164577,26.38778554689611,67.43545195317895,24.80544410931371,5.307833026411295,23.026046695013562,86.28110499227553,"P-deficiency, Healthy",Apply Pesticide,1
74.0,37.0,85.0,32.5,6.51,32.47,78.45,"Healthy, N-deficiency",Apply Fertilizer,0
63.0,18.0,91.0,17.63,5.12,36.75,42.98,"N-deficiency, Pest-risk",Irrigate,0
33.00554600660823,14.075894620465274,23.298032475252867,19.759833575295605,6.145808221299766,27.451792683529607,90.75707202162486,"Healthy, K-deficiency",Apply Fertilizer,1
39.768035321070386,36.92746136956536,72.43463576337821,39.040571273365025,7.135440931847579,23.400048392544242,100.08609868747199,"P-deficiency, Pest-risk",Monitor,1
87.94105372264261,47.574668407331245,108.12424638029829,5.4637573688711605,8.363013281891151,30.94533583207743,22.48915840809689,"N-deficiency, N-deficiency",Apply Pesticide,1
65.0,25.0,92.0,32.63,5.03,36.53,63.57,"P-deficiency, P-deficiency",Apply Fertilizer,0
39.91188783443713,19.955943917218566,11.326346547610537,40.83650871930636,7.2865925357411,26.90520043819591,96.59015533442545,"Pest-risk, P-deficiency",Monitor,1
99.81269185583382,34.71745803681176,82.45396283742794,44.89112744940131,6.084768130873176,21.991719116640702,44.03779034300882,"K-deficiency, P-deficiency",Apply Fertilizer,1
106.05315226360409,66.48108052345331,110.80180087242219,34.767634456684604,7.770965765236794,15.217757141874404,122.09200526317011,"Pest-risk, Pest-risk",Apply Fertilizer,1
53.0,42.0,78.0,10.29,5.91,35.78,81.58,"Healthy, Pest-risk",Apply Fertilizer,0
69.0,33.0,22.0,22.64,6.51,25.39,37.76,"K-deficiency, Healthy",Irrigate,0
34.0,39.0,43.0,34.36,7.79,26.89,60.47,"Healthy, K-deficiency",Monitor,0
24.0,26.0,80.0,24.26,7.13,25.55,66.83,"N-deficiency, N-deficiency",Irrigate,0
21.0,41.0,46.0,8.98,5.34,31.81,45.52,"K-deficiency, K-deficiency",Apply Pesticide,0
17.0,43.0,39.0,17.56,5.67,39.72,64.18,"N-deficiency, K-deficiency",Apply Fertilizer,0
13.971151129907593,7.484545248164782,24.948484160549274,11.879737412862276,3.946651868076539,31.238779328729326,17.430959377553716,"P-deficiency, N-deficiency",Monitor,1
58.434949007453795,40.90446430521766,118.33077174009394,52.52816714375991,4.265400795962745,42.03286804217075,117.77577671073796,"N-deficiency, Healthy",Apply Fertilizer,1
15.0,18.0,91.0,33.92,7.01,24.09,79.14,"N-deficiency, P-deficiency",Irrigate,0
22.40871583036772,7.618963382325025,38.54299122823248,18.526417066726463,4.204173229172959,29.778179177421748,52.64145061827816,"K-deficiency, K-deficiency",Apply Pesticide,1
48.0,8.0,65.0,37.98,6.4,21.46,93.11,"N-deficiency, N-deficiency",Monitor,0
23.286278687306712,18.296361825740988,23.840713894147346,34.93500469607548,4.697854964344411,35.40782766625521,140.00647220994995,"Healthy, Healthy",Apply Pesticide,1
63.0,34.0,37.0,27.29,6.99,24.39,92.33,"Pest-risk, Pest-risk",Monitor,0
79.14294401130391,25.32574208361725,140.87444034012094,18.401641154714014,8.487281545958425,22.50170150893553,20.80324374901199,"Pest-risk, N-deficiency",Monitor,1
108.65437043017144,52.03167034684267,84.16887850224549,43.19859081363753,9.215641977098668,35.98147301036893,130.17003087645446,"Pest-risk, N-deficiency",Apply Pesticide,1
28.0,24.0,55.0,23.47,5.64,35.2,29.24,"Pest-risk, Healthy",Monitor,0
71.0,18.0,80.0,15.75,7.89,24.32,47.09,"Pest-risk, P-deficiency",Apply Pesticide,0
38.0,25.0,61.0,12.61,7.09,40.95,72.63,"K-deficiency, Healthy",Apply Pesticide,0
27.121409459417983,18.236809808918988,20.107251840602988,9.98428280528352,5.729293206801477,31.150473890052698,47.48122550497705,"P-deficiency, K-deficiency",Apply Fertilizer,1
16.0,28.0,84.0,18.67,5.36,25.55,29.9,"N-deficiency, N-deficiency",Apply Pesticide,0
44.0,8.0,72.0,22.91,6.49,35.74,51.14,"Pest-risk, N-deficiency",Irrigate,0
22.0,9.0,26.0,12.07,7.97,35.95,86.06,"Pest-risk, P-deficiency",Apply Pesticide,0
44.0,37.0,64.0,33.67,7.29,31.21,86.58,"Healthy, Healthy",Monitor,0
17.0,11.0,59.0,34.64,6.47,26.59,84.81,"P-deficiency, P-deficiency",Apply Pesticide,0
93.9417407835769,29.748217914799355,89.24465374439806,19.675845859253347,3.4075051103072056,14.653959559098666,29.074273950099446,"Healthy, Healthy",Monitor,1
28.0,36.0,60.0,19.9,6.81,29.22,25.6,"P-deficiency, N-deficiency",Monitor,0
54.0,24.0,41.0,10.98,7.79,41.88,38.21,"Healthy, Pest-risk",Monitor,0
10.569238719759557,2.6423096799398893,41.39618498572493,18.969876626151223,5.27633305315365,46.88528860392732,38.044366542520194,"P-deficiency, N-deficiency",Apply Fertilizer,1
31.0,15.0,91.0,16.12,6.28,19.58,49.19,"K-deficiency, K-deficiency",Irrigate,0
82.11192681572668,40.281322588847054,57.32342060720542,20.756042537585017,9.154268762711817,45.22747372733639,120.54806752894747,"Healthy, Healthy",Apply Fertilizer,1
58.258584140541224,53.534915156173014,78.72781640613678,50.460170409927926,8.96988526822011,31.73199474529696,49.897739245027324,"N-deficiency, P-deficiency",Apply Pesticide,1
28.031543690113725,42.784987737542004,112.1261747604549,9.059349610615273,6.933693960635532,37.08468671914263,33.74879355228065,"Pest-risk, N-deficiency",Monitor,1
14.742710871668002,10.462569005699873,38.045705475272264,52.29268427421498,6.136297499738729,22.87156508564029,52.69379293200014,"P-deficiency, Pest-risk",Apply Pesticide,1
47.0,36.0,88.0,18.95,5.78,38.61,57.79,"K-deficiency, K-deficiency",Monitor,0
56.0,13.0,66.0,14.33,5.65,22.92,58.79,"K-deficiency, K-deficiency",Irrigate,0
