N,P,K,Moisture,pH,Temperature,Humidity
0.423728813559322,0.3076923076923077,0.22972972972972971,0.6315438479493163,0.5500000000000003,0.1304710295956648,0.8625125053594398
0.9661016949152543,0.5897435897435898,0.6216216216216216,0.2800933644548182,0.5666666666666669,0.32388495206335977,0.35958267829069607
0.7796610169491525,0.4358974358974359,0.6621621621621622,0.03501167055685228,0.8233333333333333,0.9445602334305958,0.7287408889524081
0.288135593220339,0.4871794871794872,0.1891891891891892,0.029009669889963285,0.006666666666666599,0.4827011254689453,0.869372588252108
0.9491525423728813,0.641025641025641,0.5540540540540541,0.12004001333777925,0.33999999999999986,0.9116298457690704,0.4551950836072603
0.847457627118644,1.0,0.7837837837837839,0.9566522174058019,0.7733333333333334,0.01333889120466869,0.45605259396884384
0.6101694915254238,0.07692307692307693,0.918918918918919,0.14004668222740907,0.2533333333333334,0.6623593163818258,0.13491496355580967
0.6101694915254238,0.3333333333333333,0.3918918918918919,0.7179059686562186,0.15000000000000013,0.029178824510212586,0.7953408603687293
0.5254237288135594,0.641025641025641,0.7027027027027027,0.503834611537179,0.853333333333333,0.7198832847019592,0.4736315563813062
0.847457627118644,0.15384615384615385,0.7702702702702703,0.4671557185728576,0.8933333333333331,0.44893705710712783,0.5932542518222095
0.0847457627118644,0.5641025641025641,0.1216216216216216,0.9133044348116037,0.1266666666666667,0.79491454772822,0.46134057453194227
0.9152542372881356,0.9743589743589742,0.05405405405405406,0.6685561853951316,0.24,0.09962484368486868,0.2613977418893811
0.6779661016949152,0.8974358974358974,0.9729729729729731,0.2794264754918306,0.3999999999999999,0.9466444351813255,0.4862083750178648
0.44067796610169496,0.7692307692307692,0.9054054054054054,0.1670556852284094,0.1433333333333333,0.20633597332221754,0.03315706731456336
0.8305084745762712,0.8717948717948718,0.6081081081081081,0.5318439479826609,0.016666666666666607,0.9495623176323467,0.20665999714163213
0.30508474576271183,0.051282051282051294,0.3918918918918919,0.7782594198066022,0.8700000000000001,0.0037515631513130865,0.7027297413177076
0.13559322033898308,1.0,0.32432432432432434,0.05101700566855616,0.2200000000000002,0.03251354731137979,0.025296555666714293
1.0,0.3846153846153846,0.7432432432432433,0.09336445481827277,0.21333333333333337,0.24843684868695293,0.13491496355580967
0.06779661016949151,0.6153846153846154,0.21621621621621623,0.7382460820273424,0.18000000000000016,0.44185077115464777,0.04930684579105332
0.38983050847457623,0.6153846153846154,0.32432432432432434,0.5378459486495497,0.8433333333333333,0.2655273030429346,0.8123481492068028
0.8135593220338984,0.7948717948717948,0.10810810810810811,0.8179393131043682,0.18333333333333335,0.5202167569820759,0.2363870230098613
0.1016949152542373,0.9230769230769231,0.8513513513513514,0.24341447149049683,0.33999999999999986,0.5147978324301792,0.8718022009432613
0.7457627118644068,0.7948717948717948,0.7432432432432433,0.15305101700566853,0.6133333333333333,0.707794914547728,0.576246962984136
0.6949152542372882,0.3333333333333333,0.5135135135135135,0.5821940646882293,0.31333333333333346,0.6823676531888285,0.6447048735172216
0.4067796610169492,0.3333333333333333,0.6486486486486487,0.6178726242080692,0.07666666666666688,0.8015839933305542,0.43747320280120044
0.9491525423728813,0.07692307692307693,0.5405405405405406,0.43414471490496825,0.27666666666666684,0.9074614422676115,0.3921680720308704
0.8644067796610169,0.23076923076923078,0.29729729729729726,0.07902634211403797,0.2366666666666668,0.854105877448937,0.5573817350292984
0.3389830508474576,0.3846153846153846,0.32432432432432434,0.8442814271423806,0.4966666666666666,0.9741558982909544,0.9559811347720453
0.288135593220339,1.0,0.7432432432432433,0.09736578859619871,0.06333333333333346,0.6444351813255522,0.12048020580248675
1.0,0.358974358974359,0.33783783783783783,0.7889296432144048,0.1200000000000001,0.9812421842434347,0.5180791767900528
0.3220338983050848,0.8717948717948718,0.891891891891892,0.36512170723574516,0.21666666666666679,0.0008336807002917723,0.07474631985136482
0.9152542372881356,0.7435897435897436,0.3513513513513514,0.7125708569523173,0.30666666666666664,0.8949562317632345,0.43132771187651847
0.423728813559322,0.07692307692307693,0.6081081081081081,0.7995998666222073,0.02666666666666684,0.3059608170070862,0.3402886951550665
0.27118644067796616,0.10256410256410256,0.3648648648648649,0.7392464154718239,0.5066666666666664,0.24760316798666115,0.9376875803915965
0.7627118644067796,0.3333333333333333,0.8648648648648648,0.15671890630210067,0.79,0.9549812421842432,0.23224238959554094
0.5932203389830508,0.5128205128205128,0.7837837837837839,0.183727909303101,0.16000000000000014,0.48311796581909117,0.7294554809203944
0.9322033898305084,0.02564102564102566,0.4864864864864865,0.9516505501833943,0.6366666666666667,0.5869112130054188,0.1372016578533657
0.0847457627118644,0.41025641025641024,0.6486486486486487,0.7139046348782927,0.7833333333333332,0.25135473113797424,0.17150207231670717
0.30508474576271183,0.717948717948718,0.013513513513513487,0.5605201733911302,0.7833333333333332,0.9995831596498539,0.28112048020580244
0.8813559322033899,0.10256410256410256,0.22972972972972971,0.7579193064354786,0.5366666666666666,0.3205502292621927,0.3874517650421609
0.7627118644067796,0.1282051282051282,0.7162162162162162,0.3807935978659553,0.6299999999999999,0.16090037515631517,0.5649564098899529
0.15254237288135597,0.6666666666666666,0.22972972972972971,0.15338446148716234,0.21333333333333337,0.707794914547728,0.6578533657281693
0.35593220338983056,0.6923076923076923,0.29729729729729726,0.16305435145048347,0.6533333333333333,0.2138390996248436,0.318279262541089
0.8644067796610169,0.15384615384615385,0.472972972972973,0.8286095365121706,0.8166666666666669,0.10921217173822428,0.4274689152493926
0.8135593220338984,0.23076923076923078,0.8513513513513514,0.3014338112704234,0.33000000000000007,0.08211754897874113,0.9372588252108047
0.8135593220338984,0.2564102564102564,0.14864864864864868,0.9643214404801601,0.9700000000000002,0.6148395164651939,0.28840931827926247
1.0,0.8205128205128205,0.918918918918919,0.5391797265755252,0.3833333333333333,0.3684868695289705,0.6668572245247963
0.22033898305084748,0.2564102564102564,0.9594594594594595,0.695231743914638,0.9733333333333332,0.27928303459774906,0.28512219522652565
0.8135593220338984,0.46153846153846156,0.8378378378378378,0.05401800600200063,0.27333333333333343,0.41392246769487273,0.05002143775903961
0.1694915254237288,0.4871794871794872,0.7027027027027027,0.695565188396132,0.8500000000000001,0.14839516465193825,0.7280262969844218
0.5423728813559322,0.3076923076923077,0.8783783783783784,0.18239413137712568,0.8399999999999999,0.1975823259691537,0.8602258110618837
0.050847457627118675,0.6153846153846154,0.08108108108108109,0.5385128376125374,0.7200000000000002,0.6681950812838682,0.6632842646848649
0.03389830508474578,0.5384615384615384,0.08108108108108109,0.745248416138713,0.5933333333333333,0.1250521050437683,0.8995283693011291
0.9491525423728813,0.07692307692307693,0.6081081081081081,0.7985995331777258,0.9866666666666668,0.06252605252188415,0.49135343718736607
0.0,0.7435897435897436,0.7027027027027027,0.025008336112037344,0.9666666666666668,0.7903293038766153,0.3470058596541375
0.9830508474576272,0.717948717948718,0.7432432432432433,0.20873624541513836,0.9133333333333336,0.5731554814506044,0.07803344290410175
0.711864406779661,0.5897435897435898,0.8378378378378378,0.9576525508502833,0.5933333333333333,0.25427261358899544,0.37644704873517226
0.35593220338983056,0.7435897435897436,0.6756756756756758,0.5071690563521174,0.3999999999999999,0.846602751146311,0.709732742603973
0.4915254237288136,0.717948717948718,0.02702702702702703,0.9963321107035679,0.73,0.7657357232180073,0.31613548663713026
0.47457627118644063,0.8974358974358974,0.1891891891891892,0.3244414804934978,0.16999999999999993,0.3651521467278034,0.9479777047305988
0.3728813559322034,0.23076923076923078,0.28378378378378377,0.7772590863621207,0.7633333333333332,0.8953730721133804,0.8943833071316278
0.050847457627118675,0.2564102564102564,0.9324324324324326,0.4574858286095364,0.29333333333333345,0.4639433097123802,0.625267971987995
0.4915254237288136,0.02564102564102566,0.6891891891891893,0.08602867622540844,0.046666666666666634,0.5773238849520634,0.6051164784907817
0.5423728813559322,0.8717948717948718,0.8243243243243245,0.881293764588196,0.7966666666666664,0.6623593163818258,0.42632556810061456
0.288135593220339,1.0,0.5270270270270271,0.1667222407469156,0.16666666666666674,0.9766569403918299,0.6318422180934686
0.7627118644067796,0.28205128205128205,0.29729729729729726,0.4591530510170056,0.6666666666666665,0.36265110462692784,0.21995140774617689
0.2542372881355932,0.5897435897435898,0.31081081081081086,0.007002334111370467,0.15666666666666673,0.7157148812005003,0.7613262826925824
0.6949152542372882,0.641025641025641,0.5675675675675677,0.6925641880626874,0.27,0.34931221342225927,0.7064456195512361
0.35593220338983056,0.5128205128205128,0.9594594594594595,0.9313104368122707,0.5533333333333332,0.5523134639433096,0.024581963698728004
0.5084745762711864,0.28205128205128205,0.2432432432432433,0.7912637545848615,0.44333333333333336,0.8891204668611921,0.42946977275975423
0.30508474576271183,0.28205128205128205,0.4864864864864865,0.8542847615871956,0.94,0.873697373905794,0.4874946405602401
0.11864406779661019,0.3333333333333333,0.1891891891891892,0.46982327442480815,0.6833333333333331,0.6673614005835764,0.7424610547377446
0.01694915254237289,0.1282051282051282,0.7162162162162162,0.9733244414804934,0.31333333333333346,0.4314297624010004,0.04216092611119049
0.6271186440677966,0.5897435897435898,0.2702702702702703,0.3384461487162386,0.5899999999999999,0.9854105877448935,0.7886236958696584
0.6271186440677966,0.6923076923076923,0.8783783783783784,0.22874291430476823,0.7566666666666664,0.6419341392246769,0.48263541517793346
0.7966101694915255,0.641025641025641,0.31081081081081086,0.45481827275758585,0.2833333333333332,0.22467694872863697,0.8786622838359295
0.728813559322034,0.9743589743589742,0.9594594594594595,0.5458486162054017,0.8266666666666667,0.061275531471446376,0.8062026582821209
0.847457627118644,0.3846153846153846,0.17567567567567566,0.568856285428476,0.07333333333333325,0.4035014589412256,0.4817779048163498
0.9491525423728813,0.10256410256410256,0.22972972972972971,0.679893297765922,0.6366666666666667,0.16173405585660694,0.2639702729741317
0.5254237288135594,0.6153846153846154,0.8108108108108109,0.5975325108369456,0.9066666666666667,0.38516048353480614,0.40102901243390027
0.576271186440678,0.41025641025641024,0.06756756756756754,0.1557185728576192,0.9100000000000001,0.21175489787411417,0.39402601114763464
0.38983050847457623,0.0,0.10810810810810811,0.8976325441813937,0.44666666666666677,0.2455189662359316,0.5450907531799343
0.0847457627118644,0.5641025641025641,0.28378378378378377,0.4941647215738579,0.35333333333333306,0.991663192997082,0.40645991139059606
0.5932203389830508,0.5128205128205128,0.9729729729729731,0.44048016005335106,0.6666666666666665,0.43601500625260536,0.8154923538659424
0.35593220338983056,0.6153846153846154,0.8108108108108109,0.3671223741247082,0.14666666666666694,0.956648603584827,0.31785050736029724
0.3220338983050848,0.3846153846153846,0.0,0.742914304768256,0.9666666666666668,0.04543559816590248,0.6455623838788052
0.6610169491525424,0.5641025641025641,0.17567567567567566,0.03234411470490167,0.9100000000000001,0.7286369320550228,0.37244533371444905
0.23728813559322037,0.5128205128205128,0.10810810810810811,0.36045348449483156,0.8833333333333333,0.9503959983326384,0.6730027154494782
0.15254237288135597,0.8974358974358974,0.5135135135135135,0.458486162054018,0.15666666666666673,0.6827844935389746,0.735886808632271
0.03389830508474578,0.0,0.6756756756756758,0.5211737245748582,0.2833333333333332,0.002084201750729542,0.3034157496069744
0.01694915254237289,0.20512820512820512,0.891891891891892,0.9396465488496164,0.5666666666666669,0.8878699458107542,0.6306988709446906
0.9491525423728813,0.6153846153846154,0.13513513513513514,0.3404468156052017,0.8799999999999999,0.8020008336807003,0.8439331141917965
0.7796610169491525,0.5641025641025641,0.7432432432432433,0.5401800600200066,0.006666666666666599,0.4214255939974989,0.9608403601543518
0.5084745762711864,0.051282051282051294,0.7432432432432433,0.9213071023674557,0.8733333333333335,0.007503126302626062,0.9652708303558668
0.5423728813559322,0.717948717948718,0.472972972972973,0.5808602867622541,0.8599999999999999,0.4035014589412256,0.9824210375875375
0.9830508474576272,0.6666666666666666,0.6891891891891893,0.543181060353451,0.7766666666666668,0.5077115464776989,0.3497213091324853
0.6779661016949152,0.17948717948717952,0.0,0.8066022007335778,0.41333333333333355,0.7903293038766153,0.22366728597970548
0.728813559322034,0.46153846153846156,0.6756756756756758,0.5818606202067356,0.06000000000000005,0.2421842434347644,0.13877376018293552
0.423728813559322,0.02564102564102566,0.7972972972972973,0.11137045681893964,0.6633333333333336,0.6740308461859108,0.5360868943833073
0.27118644067796616,0.4358974358974359,0.8243243243243245,0.1260420140046682,0.06000000000000005,0.3293038766152563,0.30541660711733604
0.5593220338983051,0.2564102564102564,0.29729729729729726,0.24808269423141044,0.6866666666666665,0.6198416006669445,0.8822352436758609
0.11864406779661019,0.07692307692307693,0.45945945945945954,0.8169389796598865,0.5333333333333332,0.02334305960817007,0.39231099042446765
0.711864406779661,0.7948717948717948,0.10810810810810811,0.4851617205735244,0.06666666666666687,0.9541475614839516,0.026725739602686815
0.5423728813559322,0.41025641025641024,0.6621621621621622,0.576858952984328,0.9499999999999997,0.43643184660275103,0.038302129484064584
0.2542372881355932,0.1282051282051282,0.5,0.9673224408136043,0.5899999999999999,0.9032930387661526,0.47120194369015284
0.728813559322034,0.9487179487179487,0.7972972972972973,0.17772590863621207,0.15666666666666673,0.33472280116715303,0.8487923395741033
0.3220338983050848,0.8717948717948718,1.0,0.45015005001667213,0.6866666666666665,0.11338057523968315,0.02401029012433903
0.728813559322034,0.4871794871794872,0.1891891891891892,0.9666555518506168,0.11333333333333329,0.6427678199249687,0.7183078462198085
0.06779661016949151,0.41025641025641024,0.6891891891891893,0.5975325108369456,0.4966666666666666,0.06252605252188415,0.004716306988709451
0.7627118644067796,0.358974358974359,0.5,0.8976325441813937,0.020000000000000018,0.037098791162984646,0.3800200085751036
0.6101694915254238,0.5641025641025641,0.4054054054054054,0.15305101700566853,0.6200000000000001,0.6640266777824093,0.9305416607117336
0.6101694915254238,0.6666666666666666,0.8243243243243245,0.37712570856952304,0.09666666666666668,0.3063776573572323,0.11819351150493068
0.0,0.20512820512820512,0.28378378378378377,0.12704234744914972,0.6733333333333333,0.9166319299708212,0.310990424467629
0.06779661016949151,0.6153846153846154,0.21621621621621623,0.3717905968656218,0.033333333333333215,0.8824510212588579,0.42060883235672425
0.9491525423728813,0.10256410256410256,0.09459459459459463,0.47282427475825267,0.5333333333333332,0.2234264276781992,0.20551664999285407
0.8983050847457628,0.3076923076923077,0.2702702702702703,0.6502167389129709,0.12333333333333352,0.602334305960817,0.9894240388738029
0.5084745762711864,0.7435897435897436,0.9729729729729731,0.3751250416805601,0.3833333333333333,0.9441433930804501,0.950836072602544
0.22033898305084748,0.2564102564102564,0.6351351351351352,0.4148049349783261,0.3666666666666667,0.5639849937473949,0.9006717164499072
0.6101694915254238,0.358974358974359,0.43243243243243246,0.27709236412137367,0.8599999999999999,0.9066277615673197,0.02615406602829784
0.2542372881355932,0.7435897435897436,0.6756756756756758,0.8966322107369122,0.5333333333333332,0.4860358482701126,0.7071602115192224
0.6440677966101696,0.8974358974358974,0.21621621621621623,0.06502167389129704,0.8066666666666666,0.36306794497707373,0.46176932971273404
0.8305084745762712,0.02564102564102566,0.28378378378378377,0.7069023007669222,0.6733333333333333,0.9082951229679033,0.25882521080463056
0.3389830508474576,0.7948717948717948,0.9054054054054054,0.5441813937979325,0.2466666666666668,0.8203418090871195,0.8170644561955125
0.44067796610169496,0.641025641025641,0.6216216216216216,0.11703901300433478,0.30333333333333345,0.4760316798666111,0.4514792053737316
0.44067796610169496,0.23076923076923078,0.29729729729729726,0.45481827275758585,0.8500000000000001,0.17340558566069197,0.04759182506788623
0.7627118644067796,0.8717948717948718,0.28378378378378377,0.5998666222074023,0.5733333333333333,0.08545227177990833,0.3645848220666
0.0847457627118644,0.8717948717948718,0.5945945945945946,0.15438479493164387,0.6833333333333331,0.2934556065027094,0.30570244390453044
0.9661016949152543,0.6666666666666666,0.891891891891892,0.0016672224074691933,0.9566666666666666,0.7844935389745726,0.447763327140203
0.423728813559322,0.23076923076923078,0.8243243243243245,0.40313437812604197,0.8599999999999999,0.901208837015423,0.11047591825067887
0.30508474576271183,0.3076923076923077,0.8108108108108109,0.5655218406135378,0.7966666666666664,0.061275531471446376,0.6682864084607687
0.27118644067796616,0.02564102564102566,0.6351351351351352,0.08402800933644544,0.7866666666666666,0.19549812421842439,0.8083464341860795
0.8644067796610169,0.5128205128205128,0.06756756756756754,0.9873291097032344,0.5133333333333332,0.6748645268862024,0.1534943547234529
0.0,0.46153846153846156,0.43243243243243246,0.4844948316105368,0.8133333333333335,0.5835764902042517,0.12619694154637706
0.23728813559322037,0.8717948717948718,0.472972972972973,0.7075691897299099,0.7566666666666664,0.7740725302209253,0.7170215806774332
0.7796610169491525,0.717948717948718,0.7432432432432433,0.15905301767255747,0.3833333333333333,0.9854105877448935,0.8695155066457052
0.2542372881355932,0.8717948717948718,0.9054054054054054,0.17972657552517507,0.29666666666666663,0.20300125052105045,0.869944261826497
0.4067796610169492,0.1282051282051282,0.29729729729729726,0.9463154384794932,0.6866666666666665,0.9241350562734472,0.9022438187794768
0.06779661016949151,0.5384615384615384,0.5675675675675677,0.13537845948649552,0.6233333333333335,0.04585243851604848,0.04973560097184504
0.5084745762711864,0.15384615384615385,0.31081081081081086,0.9153051017005669,0.6533333333333333,0.4789495623176323,0.5116478490781764
0.47457627118644063,0.7948717948717948,0.13513513513513514,0.6118706235411804,0.15000000000000013,0.9078782826177574,0.005145062169501224
0.3389830508474576,0.6666666666666666,0.20270270270270274,0.592530843614538,0.7266666666666666,0.7365568987077948,0.9062455338002
0.5593220338983051,1.0,0.33783783783783783,0.19939979993331108,0.0,0.3484785327219675,0.6537087323138489
0.8305084745762712,0.051282051282051294,0.8243243243243245,0.8869623207735913,0.31333333333333346,0.9524802000833681,0.5559525510933256
0.6779661016949152,0.17948717948717952,0.16216216216216217,0.15471823941313773,0.8766666666666665,0.6611087953313881,0.8083464341860795
0.2033898305084746,0.02564102564102566,0.6351351351351352,0.4314771590530177,0.16666666666666674,0.5435598165902458,0.10047163069887094
0.4915254237288136,0.8974358974358974,0.17567567567567566,0.6778926308769588,0.6866666666666665,0.27594831179658197,0.6418465056452767
0.1016949152542373,0.3333333333333333,0.7162162162162162,0.9776592197399132,0.5466666666666664,0.4827011254689453,0.9386880091467771
0.5084745762711864,0.8717948717948718,0.8378378378378378,0.6312104034678225,0.8300000000000001,0.5152146727803251,0.856509932828355
0.15254237288135597,0.8717948717948718,0.28378378378378377,0.25508502834278085,0.5066666666666664,0.7536473530637764,0.7617550378733744
0.9322033898305084,0.7435897435897436,0.43243243243243246,0.0076692230743581336,0.5333333333333332,0.09795748228428525,0.8123481492068028
0.847457627118644,0.5128205128205128,0.8378378378378378,0.8446148716238744,0.8799999999999999,0.6173405585660692,0.34886379877090185
0.7796610169491525,0.20512820512820512,0.04054054054054057,0.2450816938979659,0.25,0.48103376406836174,0.5373731599256824
0.3220338983050848,0.6923076923076923,0.9594594594594595,0.8276092030676891,0.56,0.6131721550646103,0.11747891953694434
0.8813559322033899,0.41025641025641024,0.2432432432432433,0.42314104701567185,0.34333333333333327,0.3505627344726969,0.8785193654423324
0.11864406779661019,0.9487179487179487,0.04054054054054057,0.2594198066022007,0.6333333333333333,0.038349312213422304,0.9081034729169644
0.8983050847457628,0.9743589743589742,0.7027027027027027,0.1583861287095698,0.603333333333333,0.8674447686536058,0.6748606545662428
0.6440677966101696,1.0,0.9594594594594595,0.8556185395131708,0.19666666666666677,0.9153814089203836,0.44690581677861946
0.2542372881355932,0.9230769230769231,0.5,0.7899299766588863,0.8866666666666667,0.30512713630679444,0.14591967986279836
0.15254237288135597,0.6666666666666666,0.04054054054054057,0.17905968656218735,0.19000000000000017,0.3868278449353897,0.14520508789481207
0.22033898305084748,0.46153846153846156,0.3918918918918919,0.5081693897965986,0.3733333333333335,0.8295122967903292,0.1470630270115763
0.6949152542372882,0.8974358974358974,0.7297297297297297,0.462487495831944,0.7366666666666668,0.7582325969153814,0.3685865370873231
0.5254237288135594,0.4358974358974359,0.7837837837837839,0.5568522840946981,0.19000000000000017,0.680700291788245,0.6934400457338858
0.5593220338983051,0.46153846153846156,0.05405405405405406,0.23607869289763256,0.54,0.7257190496040016,0.6437044447620408
0.27118644067796616,0.358974358974359,0.21621621621621623,0.33977992664221407,0.07000000000000006,0.5477282200917049,0.23581534943547228
0.576271186440678,0.10256410256410256,0.21621621621621623,0.17839279759919968,0.4666666666666668,0.508128386827845,0.7484636272688294
0.8135593220338984,0.2564102564102564,0.3648648648648649,0.8602867622540846,0.41333333333333355,0.48978741142142557,0.30527368872373867
0.38983050847457623,0.5384615384615384,0.8108108108108109,0.3951317105701901,0.32000000000000006,0.8486869528970404,0.8640846076890094
0.13559322033898308,0.5897435897435898,0.5945945945945946,0.26075358452817604,0.9466666666666668,0.21759066277615668,0.4604830641703587
0.15254237288135597,0.8205128205128205,0.16216216216216217,0.9546515505168389,0.3933333333333331,0.34055856606919566,0.38988137773331427
0.3389830508474576,0.23076923076923078,0.29729729729729726,0.9416472157385796,0.5433333333333334,0.035014589412255104,0.9173931685007861
0.423728813559322,0.051282051282051294,0.1216216216216216,0.478159386462154,0.41000000000000014,0.6486035848270113,0.7526082606831499
1.0,0.7692307692307692,0.5810810810810811,0.7785928642880959,0.6099999999999999,0.14756148395164648,0.37044447620408744
0.9322033898305084,0.17948717948717952,0.6621621621621622,0.6432144048016004,0.5100000000000002,0.9862442684451853,0.9042446762898384
0.728813559322034,0.17948717948717952,0.8378378378378378,0.5601867289096365,0.48999999999999977,0.3380575239683201,0.7413177075889665
0.0,0.8461538461538461,0.09459459459459463,0.048349449816605494,0.07666666666666688,0.877448937057107,0.37144490495926824
0.11864406779661019,0.7435897435897436,0.41891891891891897,0.18339446482160715,0.7833333333333332,0.6281784076698624,0.9675575246534227
0.847457627118644,0.9487179487179487,0.7702702702702703,0.3761253751250417,0.7166666666666668,0.2501042100875366,0.9704158925253679
0.423728813559322,0.8205128205128205,0.28378378378378377,0.12870956985661886,0.8033333333333332,0.9291371404751978,0.48406459911390604
0.27118644067796616,0.1282051282051282,0.4054054054054054,0.7662554184728243,0.006666666666666599,0.5331388078365986,0.8500786051164784
0.6610169491525424,0.7435897435897436,0.013513513513513487,0.5178392797599198,0.1299999999999999,0.24093372238432686,0.20280120051450629
0.5593220338983051,0.5128205128205128,0.7702702702702703,0.21740580193397796,0.6233333333333335,0.6381825760733639,0.9315420894669144
0.4067796610169492,1.0,0.5675675675675677,0.9459819939979992,0.7166666666666668,0.9674864526886202,0.08718022009432613
0.6610169491525424,0.5128205128205128,0.6486486486486487,0.024341447149049678,0.7133333333333334,0.7515631513130472,0.3152779762755467
0.5423728813559322,0.02564102564102566,0.0,0.5728576192064021,0.8433333333333333,0.7778240933722382,0.2621123338573675
0.0,0.6666666666666666,0.04054054054054057,0.5701900633544514,0.9899999999999998,0.8140892038349312,0.05330856081177643
0.2542372881355932,0.2564102564102564,0.5270270270270271,0.7125708569523173,0.3633333333333333,0.8036681950812838,0.4244676289838502
0.3220338983050848,0.28205128205128205,0.32432432432432434,0.5475158386128709,0.2833333333333332,0.5689870779491453,0.36329855652422466
0.0847457627118644,0.3333333333333333,0.891891891891892,0.9549849949983327,0.16666666666666674,0.6731971654856188,0.9071030441617836
0.9661016949152543,0.8974358974358974,0.6621621621621622,0.3734578192730909,0.896666666666667,0.9970821175489788,0.8862369586965841
0.1016949152542373,0.5897435897435898,1.0,0.039346448816272084,0.3500000000000001,0.7836598582742809,0.18479348292125192
0.576271186440678,0.641025641025641,0.2567567567567568,0.2720906968989663,0.94,0.925385577323885,0.07403172788337858
0.11864406779661019,0.1282051282051282,0.6621621621621622,0.1770590196732244,0.28666666666666685,0.4089203834931221,0.7061597827640418
0.4067796610169492,0.051282051282051294,0.6756756756756758,0.7322440813604534,0.8266666666666667,0.9520633597332222,0.485779619837073
0.728813559322034,0.0,0.5135135135135135,0.6228742914304768,0.10666666666666691,0.11129637348895383,0.31713591539231106
0.8305084745762712,0.9230769230769231,0.7837837837837839,0.8162720906968988,0.96,0.3672363484785326,0.5832499642704014
0.050847457627118675,0.41025641025641024,0.10810810810810811,0.185728576192064,0.5966666666666667,0.707794914547728,0.8092039445476631
0.4915254237288136,0.8205128205128205,0.7837837837837839,0.38346115371790596,0.39666666666666694,0.11504793664026691,0.6845791053308561
0.27118644067796616,0.7948717948717948,0.5135135135135135,0.6468822940980326,0.7933333333333334,0.35264693622342635,0.35958267829069607
0.5084745762711864,0.23076923076923078,0.41891891891891897,0.43314438146048667,0.8666666666666667,0.6160900375156315,0.10290124339002432
0.288135593220339,0.2564102564102564,0.4864864864864865,0.024008002667555872,0.4833333333333334,0.8711963318049185,0.1579248249249679
